index,phase,experiment_name,run_id,dataset_name,model_name,reasoner_model_name,split,question,gold_answer,prediction,gold_normalized,prediction_normalized,exact_match,numeric_match,inference_time_seconds,human_or_machine,error_type,error
100,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which country recorded highest percentage in the chart ?,Tanzania,Tanzania,tanzania,tanzania,1,0,0.2909392609999486,0,,
101,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which film genre is most popular in the United Kingdom as of October 2013?,Action/thriller,Action/thriller,action/thriller,action/thriller,1,0,0.30609736700000667,0,,
102,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which device has the least traffic?,Tablet,Tablet,tablet,tablet,1,0,0.23892782899997655,0,,
103,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was India's revenue from international tourism in 2010?,14.49,14.49 billion U.S. dollars,14.49,14.49 billion u s dollars,1,1,0.5126497559999734,1,,
104,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the average price of Japan coking coal import cif and Japan steam spot cif?,177.625,$177.625,177.625,$177.625,1,1,0.4627602659999184,0,,
105,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What segment of the mobile data traffic in Serbia experienced a decrease in market share?,VIP,VIP,vip,vip,1,0,0.20237081100003707,1,,
106,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of online sales is expected to increase to by 2018?,0.7,0.7%,0.7,0.7%,1,1,0.3052032740000641,1,,
107,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"Take the sum of the two smallest green bars, is it greater than the smallest blue bar?",No,No,no,no,1,0,0.1464847859999736,0,,
108,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which place shows the highest death rate?,Grenada,Grenada,grenada,grenada,1,0,0.29031361600004857,0,,
109,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of the Aosta Valley population had risky alcohol consumption?,23,23%,23,23%,1,1,0.3932526849999931,1,,
110,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which race has the highest value?,Blacks,Blacks,blacks,blacks,1,0,0.24352887700001702,0,,
111,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the largest growth segment for Revenue share between 2009 and 2020?,Outdoor/Fitness,Outdoor/Fitness,outdoor/fitness,outdoor/fitness,1,0,0.27829582599997593,0,,
112,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the second most popular fashion brand on Facebook in 2021?,Dior,Dior,dior,dior,1,0,0.2346832580000182,1,,
113,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What's the value of largest bar?,270827,"270,827",270827,270827,1,1,0.4335945660000107,0,,
114,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the average for the last 4 years?,19.79,19.72%,19.79,19.72%,1,1,0.3715876329999901,0,,
115,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of global non-renewable energy reserves did conventional natural gas account for in 2018?,17.8,17.8%,17.8,17.8%,1,1,0.347371317000011,1,,
116,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the average value of male and female reason?,46,46%,46,46%,1,1,0.26829924500009383,0,,
117,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which year does Czechia point?,1992,1992,1992,1992,1,1,0.32198472000004585,0,,
118,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much was eBay's net revenue in the most recent fiscal year?,9927,"10,271 million U.S. dollars",9927,10271 million u s dollars,1,1,0.5395348119999426,1,,
119,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much revenue did Napster generate in 2019?,106.3,105 million U.S. dollars,106.3,105 million u s dollars,1,1,0.4441239959999166,1,,
120,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What does Orange line represents?,Urban,Urban,urban,urban,1,0,0.22014282600002844,0,,
121,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many hours per day did people with less than a high school diploma spend on leisure and sports activities?,5.98,6.34,5.98,6.34,0,0,0.31101314500006083,1,,
122,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many mobile visits did ebay Kleinanzeigen have in September 2019?,423.43,423.43 million,423.43,423.43 million,1,1,0.5193015879999621,1,,
123,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was Nokia's net sales in 2020?,21.87,21.87 billion euros,21.87,21.87 billion euros,1,1,0.4088400130000309,1,,
124,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much did Manchester United's operating expenses in 2020 amount to?,645.88,645.88 million USD,645.88,645.88 million usd,1,1,0.44024562099991726,1,,
125,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the difference between the modes of Somewhat interested and that of Don't know?,27,27%,27,27%,1,1,0.2775454279999394,0,,
126,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the estimated value of the Cincinnati Reds in 2021?,1085,"1,085 million U.S. dollars",1085,1085 million u s dollars,1,1,0.5075094100000115,1,,
127,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of all UAVs traded came from the UK between 2010 and 2014?,33.9,33.9%,33.9,33.9%,1,1,0.34499203199993644,1,,
128,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many TV households were in the Middle East and Africa in 2012?,65,65 million,65,65 million,1,1,0.2680290949999744,1,,
129,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,When is the forecasted year with the highest consumption volume?,2020,2020,2020,2020,1,1,0.30190416000004916,1,,
130,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many times green bar greater than Agriculture bar?,8.53,8.57 times,8.53,8.57 times,1,1,0.35664592700004505,0,,
131,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,In what year was the app sensor market forecast to be worth 5.6 billion U.S. dollars?,2017,2017,2017,2017,1,1,0.31034989299996596,1,,
132,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the percentage of rheumatologists in the U.S. who either worked at a Hospital  or an Office-based solo practice as of 2019?,27,27%,27,27%,1,1,0.27564783399998305,0,,
133,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much did the U.S. export aerospace products worth in dollars in 2019?,137.73,137.73 billion U.S. dollars,137.73,137.73 billion u s dollars,1,1,0.5472694840000258,1,,
134,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which country has 0.3 difference when compared with Poland?,Austria,Cyprus,austria,cyprus,0,0,0.23426263099997868,0,,
135,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many retail stores did Herm s operate in 2020?,306,306,306,306,1,1,0.27069622600004095,1,,
136,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"In the pie chart, what blue color denotes ?",Gucci,Gucci,gucci,gucci,1,0,0.2346905990000323,0,,
137,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the value of end-user payments for NC software in 2013?,1.64,1.64 billion U.S. dollars,1.64,1.64 billion u s dollars,1,1,0.47087752000004457,1,,
138,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the number of pharmacists employed in the health sector in Belgium in 2018?,14280,"14,000",14280,14000,1,1,0.381024423000099,1,,
139,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the percentage of rheumatologists in the U.S. who worked at a Hospital as of 2019?,15,15%,15,15%,1,1,0.2776929569999993,0,,
140,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much did the national media take in the 2013/14 season?,560,560 million euros,560,560 million euros,1,1,0.3373393679999026,1,,
141,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many adult intensive care units were in Mexico City in April 2020?,891,891,891,891,1,1,0.2706291810000039,1,,
142,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many support Euro in Spain?,0.71,71%,0.71,71%,1,1,0.21408168400000704,0,,
143,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the percentage value of purchases by people from 16-24 years old?,17,17%,17,17%,1,1,0.2757957549999901,0,,
144,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many countries are represented on the graph?,2,2,2,2,1,1,0.221408196000084,0,,
145,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"What percentage we get , if we add red and grey color?",27,27%,27,27%,1,1,0.26958932200000163,0,,
146,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What's the difference in the value of highest percentage value given in the chart and the percentage points where two lines cross?,0.3,45%,0.3,45%,0,0,0.2918885600000749,0,,
147,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What's the percentage of revenue contributes by people under 44?,40.3,50.5%,40.3,50.5%,0,0,0.3395808369999713,0,,
148,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the population of the Dominican Republic in 2018?,10.63,10.63 million,10.63,10.63 million,1,1,0.3799400819999619,1,,
149,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What did 92 percent of the top 400 charities and NPOs use for their organization?,Facebook,Facebook,facebook,facebook,1,0,0.25048206899998604,1,,
150,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,In which year was the employment between Agriculture and Industry the least?,2020,2020,2020,2020,1,1,0.3055102309999711,0,,
151,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many men were admitted to hospital as a result of a road traffic accident in Scotland in 2019/20?,613,613,613,613,1,1,0.2772301889999653,1,,
152,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was China's share in global gross domestic product in 2020?,18.34,18.34%,18.34,18.34%,1,1,0.3683385860000499,1,,
153,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"In year 2021, what is the highest percentage value shown?",95,95%,95,95%,1,1,0.26811372999998184,0,,
154,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the unemployment rate in 1990?,5.6,5.6%,5.6,5.6%,1,1,0.30303728599994884,1,,
155,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much money did corporations make in the fourth quarter of 2020?,2294.3,"2,300 billion U.S. dollars",2294.3,2300 billion u s dollars,1,1,0.5311705589999747,1,,
156,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which year recorded the highest fertility rate in Indonesia?,1976,1976,1976,1976,1,1,0.30250779300001795,0,,
157,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many direct operated stores did Tod's Group control in 2019?,137,137,137,137,1,1,0.2698384639999176,1,,
158,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the the differencebetween GBP in 2014?,20,25,20,25,0,0,0.23498848100007308,0,,
159,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the government revenue in France in 2019?,1275.06,1270 billion euros,1275.06,1270 billion euros,1,1,0.3718939429999182,1,,
160,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which tour operators in Europe had highest revenue in 2014?,TUI,TUI,tui,tui,1,0,0.23563188899993293,0,,
161,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which year has the highest number of fatalities?,2006,2006,2006,2006,1,1,0.30637484199996834,0,,
162,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much value did the mining industry add to Minnesota's GDP in 2012?,4.06,4.06 billion chained (2012) U.S. dollars,4.06,4.06 billion chained (2012) u s dollars,1,1,0.79214436999996,1,,
163,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the average percentage of art buyers who bought art online from 2018 to 2019?,43.5,48.5%,43.5,48.5%,0,0,0.3449554879999823,0,,
164,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,what is the sum total of usage of internet every day and  often/sometime among individual in the year 2013 ?,73,73%,73,73%,1,1,0.2793485790000432,0,,
165,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the difference between the highest and the lowest respondents who were satisfied with their sex life in the  United Kingdom (UK) in 2017 for male?,17,17%,17,17%,1,1,0.27973237300000164,0,,
166,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which date the line chart have vertical rise?,Mar 31 '20,Mar 31 '20,mar 31 '20,mar 31 '20,1,1,0.4102705100000321,0,,
167,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"How many people applied for universal credit in the two weeks prior to March 31, 2020?",950000,"950,000",950000,950000,1,1,0.4164311260000204,1,,
168,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which country shows highest rise in the Short term interest rates from 1995 to 2000?,Brazil,Brazil,brazil,brazil,1,0,0.1990060440000434,0,,
169,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many carvedilol prescriptions were there in 2018?,22.78,22.74 million,22.78,22.74 million,1,1,0.3708527009999898,1,,
170,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much did Puma's footwear sales exceed in 2018?,45.2,37.5%,45.2,37.5%,0,0,0.33714683900007003,1,,
171,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What year was Bridgestone's fiscal year for research and development?,2009,2018,2009,2018,1,1,0.30345513999998275,1,,
172,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which country is represented by blue color line?,Korea,Korea,korea,korea,1,0,0.23285187900000892,0,,
173,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which colored bars trump other bars for all years,navy blue,Dark blue,navy blue,dark blue,0,0,0.23557645400001093,0,,
174,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How much did the French sporting goods sector lose in 2015?,82,82 million euros,82,82 million euros,1,1,0.4709634849999702,1,,
175,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of potash reserves did Canada have in 2019?,27.8,27.8%,27.8,27.8%,1,1,0.3400629919999574,1,,
176,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many years have the same emission rate of 25%?,3,3,3,3,1,1,0.2013815990000012,0,,
177,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the ratio of No change to not sure?,1.6,1.6,1.6,1.6,1,1,0.2706109530000731,0,,
178,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Is the difference of value of Austria and Ireland bar is greater then the value of United States bar?,No,Yes,no,yes,0,0,0.20004314699997394,0,,
179,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the prevalence of asthma in Spain in 2015?,1.58,1.58 million,1.58,1.58 million,1,1,0.3414510269999482,1,,
180,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many daily active users did Douyin have in comparison to the period prior to the epidemic?,81.92,81.92 million,81.92,81.92 million,1,1,0.3821910059999709,1,,
181,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"As of March 2020, how many enterprises had a turnover of more than 5 million British pounds?",15,15,15,15,1,1,0.24423347300000842,1,,
182,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"In which year, the value of Employment in the agriculture graph peaked?",1999,2000,1999,2000,1,1,0.3299519329999612,0,,
183,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the value when the tallest bar is divided by the shortest bar?,14.33,14.33,14.33,14.33,1,1,0.34493380300000354,0,,
184,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the U.S. notebook market penetration in 2010?,63,63%,63,63%,1,1,0.2786489630000233,1,,
185,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is Spain's health grade?,92.75,92.75,92.75,92.75,1,1,0.4480459379999502,1,,
186,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage is shown by navy blue bar?,50,50%,50,50%,1,1,0.2743066009999211,0,,
187,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of total mobile service revenue did mobile data account for in the UK in 2015?,27.6,27.6%,27.6,27.6%,1,1,0.3468126889999894,1,,
188,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What's the add up value of Australia and France?,40.6,40.6M,40.6,40.6m,1,1,0.33760941100001673,0,,
189,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many people died in the American Civil War?,620000,"620,000",620000,620000,1,1,0.44802723299994796,1,,
190,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which year has a value of above 20000?,2028,2028,2028,2028,1,1,0.3065064900000607,0,,
191,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many Kuwaiti dinars will domestic travel expenditure in Kuwait be by 2028?,3237.9,"3,237.9",3237.9,3237.9,1,1,0.4177781869999535,1,,
192,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What was the average passenger revenue per passenger-mile in 2018?,40.7,40.7,40.7,40.7,1,1,0.30456125899991093,1,,
193,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,Which year it is in peak?,2006,2006,2006,2006,1,1,0.3240784639999674,0,,
194,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"As of March 2020, how many enterprises had between 50 and 99 employees?",10,10,10,10,1,1,0.24463788100001693,1,,
195,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,How many respondents are not sure?,29,29%,29,29%,1,1,0.2698202830000582,0,,
196,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What's the percentage market share of NEXANS for offshore wind farms in Europe in 2020?,27,27%,27,27%,1,1,0.2790799289999768,0,,
197,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,"What's the percentage of men who have ""Should NOT be made legal"" opinions?",30,30,30,30,1,1,0.435051772999941,0,,
198,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What is the difference of largest and smallest bar?,409.13,$399.13 billion,409.13,$399.13 billion,1,1,0.46648847899996326,0,,
199,phase1,updated_phase1_qwen25vl_7b_chartqa_baseline,20260722_142442,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-7B-Instruct,,val,What percentage of Malaysia's exports came from Singapore in 2019?,13,13%,13,13%,1,1,0.27034262500001205,1,,
