index,phase,experiment_name,run_id,dataset_name,model_name,reasoner_model_name,split,question,gold_answer,prediction,gold_normalized,prediction_normalized,exact_match,numeric_match,inference_time_seconds,human_or_machine,error_type,error
110,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which race has the highest value?,Blacks,Blacks,blacks,blacks,1,0,0.5129358020001291,0,,
111,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the largest growth segment for Revenue share between 2009 and 2020?,Outdoor/Fitness,Outdoor/Fitness,outdoor/fitness,outdoor/fitness,1,0,0.5607097280001199,0,,
112,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the second most popular fashion brand on Facebook in 2021?,Dior,Dior,dior,dior,1,0,0.5151200979998976,1,,
113,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the value of largest bar?,270827,270827,270827,270827,1,1,0.5282669489999989,0,,
114,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the average for the last 4 years?,19.79,19.88,19.79,19.88,1,1,0.5561528399998679,0,,
115,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of global non-renewable energy reserves did conventional natural gas account for in 2018?,17.8,17.8,17.8,17.8,1,1,0.5567305990000477,1,,
116,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the average value of male and female reason?,46,46.0,46,46.0,1,1,0.5572448230000191,0,,
117,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year does Czechia point?,1992,1992,1992,1992,1,1,0.5137034990000302,0,,
118,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much was eBay's net revenue in the most recent fiscal year?,9927,10271,9927,10271,1,1,0.4850107089998801,1,,
119,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much revenue did Napster generate in 2019?,106.3,107.0,106.3,107.0,1,1,0.5250809780000054,1,,
120,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What does Orange line represents?,Urban,Urban,urban,urban,1,0,0.4845715389999441,0,,
121,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many hours per day did people with less than a high school diploma spend on leisure and sports activities?,5.98,5.98,5.98,5.98,1,1,0.5555625699998927,1,,
122,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many mobile visits did ebay Kleinanzeigen have in September 2019?,423.43,423.43,423.43,423.43,1,1,0.9967997139999625,1,,
123,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was Nokia's net sales in 2020?,21.87,21.87,21.87,21.87,1,1,0.5544139700000414,1,,
124,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much did Manchester United's operating expenses in 2020 amount to?,645.88,645.88,645.88,645.88,1,1,0.5540944270001091,1,,
125,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the difference between the modes of Somewhat interested and that of Don't know?,27,19,27,19,0,0,0.47426889900020797,0,,
126,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the estimated value of the Cincinnati Reds in 2021?,1085,1085,1085,1085,1,1,0.48470179999981156,1,,
127,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of all UAVs traded came from the UK between 2010 and 2014?,33.9,33.9,33.9,33.9,1,1,0.5548310700000911,1,,
128,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many TV households were in the Middle East and Africa in 2012?,65,65,65,65,1,1,0.44440320299986524,1,,
129,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,When is the forecasted year with the highest consumption volume?,2020,2020,2020,2020,1,1,0.48516100099982395,1,,
130,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many times green bar greater than Agriculture bar?,8.53,0.0,8.53,0.0,0,0,0.5202849830000105,0,,
131,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,In what year was the app sensor market forecast to be worth 5.6 billion U.S. dollars?,2017,2017,2017,2017,1,1,0.4861632350000491,1,,
132,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the percentage of rheumatologists in the U.S. who either worked at a Hospital  or an Office-based solo practice as of 2019?,27,27,27,27,1,1,0.47686401800001477,0,,
133,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much did the U.S. export aerospace products worth in dollars in 2019?,137.73,137.73,137.73,137.73,1,1,0.5550968050001757,1,,
134,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which country has 0.3 difference when compared with Poland?,Austria,Sweden,austria,sweden,0,0,0.5136186610000095,0,,
135,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many retail stores did Herm s operate in 2020?,306,306,306,306,1,1,0.47400663199982773,1,,
136,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"In the pie chart, what blue color denotes ?",Gucci,Gucci,gucci,gucci,1,0,0.5164557460000196,0,,
137,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the value of end-user payments for NC software in 2013?,1.64,1.64,1.64,1.64,1,1,0.5307245080000484,1,,
138,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the number of pharmacists employed in the health sector in Belgium in 2018?,14280,14250,14280,14250,1,1,0.518176670999992,1,,
139,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the percentage of rheumatologists in the U.S. who worked at a Hospital as of 2019?,15,15,15,15,1,1,0.4769379229999231,0,,
140,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much did the national media take in the 2013/14 season?,560,560,560,560,1,1,0.44838575900007527,1,,
141,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many adult intensive care units were in Mexico City in April 2020?,891,891,891,891,1,1,0.4463936649999596,1,,
142,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many support Euro in Spain?,0.71,71,0.71,71,0,0,0.11364185800016458,0,,
143,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the percentage value of purchases by people from 16-24 years old?,17,17,17,17,1,1,0.4753845430000183,0,,
144,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many countries are represented on the graph?,2,2.0,2,2.0,1,1,0.556364492999819,0,,
145,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"What percentage we get , if we add red and grey color?",27,27%,27,27%,1,1,0.5146297159999449,0,,
146,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the difference in the value of highest percentage value given in the chart and the percentage points where two lines cross?,0.3,40,0.3,40,0,0,0.4474052030000166,0,,
147,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the percentage of revenue contributes by people under 44?,40.3,40.3,40.3,40.3,1,1,0.5534247210000558,0,,
148,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the population of the Dominican Republic in 2018?,10.63,10.63,10.63,10.63,1,1,0.5252580450001005,1,,
149,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What did 92 percent of the top 400 charities and NPOs use for their organization?,Facebook,Facebook,facebook,facebook,1,0,0.32169771600001695,1,,
150,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,In which year was the employment between Agriculture and Industry the least?,2020,2020,2020,2020,1,1,0.5144011940001292,0,,
151,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many men were admitted to hospital as a result of a road traffic accident in Scotland in 2019/20?,613,279,613,279,0,0,0.44587296099984997,1,,
152,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was China's share in global gross domestic product in 2020?,18.34,18.34%,18.34,18.34%,1,1,0.5938088650000282,1,,
153,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"In year 2021, what is the highest percentage value shown?",95,95%,95,95%,1,1,0.4851122430000032,0,,
154,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the unemployment rate in 1990?,5.6,5.6,5.6,5.6,1,1,0.5195100439998441,1,,
155,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much money did corporations make in the fourth quarter of 2020?,2294.3,"2,300.0",2294.3,2300.0,1,1,1.1634791149999728,1,,
156,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year recorded the highest fertility rate in Indonesia?,1976,1976,1976,1976,1,1,0.47656694300007985,0,,
157,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many direct operated stores did Tod's Group control in 2019?,137,137,137,137,1,1,0.47464201399998274,1,,
158,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the the differencebetween GBP in 2014?,20,20,20,20,1,1,0.4764252499999202,0,,
159,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the government revenue in France in 2019?,1275.06,1275.0,1275.06,1275.0,1,1,0.573836664000055,1,,
160,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which tour operators in Europe had highest revenue in 2014?,TUI,TUI,tui,tui,1,0,0.5154187159998855,0,,
161,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year has the highest number of fatalities?,2006,2006,2006,2006,1,1,0.4789770679999492,0,,
162,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much value did the mining industry add to Minnesota's GDP in 2012?,4.06,4.06,4.06,4.06,1,1,0.41818620300000475,1,,
163,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the average percentage of art buyers who bought art online from 2018 to 2019?,43.5,45.0,43.5,45.0,1,1,0.555950447999976,0,,
164,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,what is the sum total of usage of internet every day and  often/sometime among individual in the year 2013 ?,73,73,73,73,1,1,0.44016449099990496,0,,
165,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the difference between the highest and the lowest respondents who were satisfied with their sex life in the  United Kingdom (UK) in 2017 for male?,17,17,17,17,1,1,0.4774102059998313,0,,
166,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which date the line chart have vertical rise?,Mar 31 '20,Mar 31 '20,mar 31 '20,mar 31 '20,1,1,0.6319718089998787,0,,
167,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"How many people applied for universal credit in the two weeks prior to March 31, 2020?",950000,950000,950000,950000,1,1,0.5544475819999661,1,,
168,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which country shows highest rise in the Short term interest rates from 1995 to 2000?,Brazil,Brazil,brazil,brazil,1,0,0.4841177240000434,0,,
169,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many carvedilol prescriptions were there in 2018?,22.78,22.74,22.78,22.74,1,1,0.5291314500000226,1,,
170,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much did Puma's footwear sales exceed in 2018?,45.2,8.1,45.2,8.1,0,0,0.5571952559998863,1,,
171,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What year was Bridgestone's fiscal year for research and development?,2009,2018,2009,2018,1,1,0.4879596779999247,1,,
172,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which country is represented by blue color line?,Korea,Korea,korea,korea,1,0,0.5132725569999366,0,,
173,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which colored bars trump other bars for all years,navy blue,navy blue,navy blue,navy blue,1,0,0.5566134460000285,0,,
174,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How much did the French sporting goods sector lose in 2015?,82,82,82,82,1,1,0.4580701750001026,1,,
175,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of potash reserves did Canada have in 2019?,27.8,27.8,27.8,27.8,1,1,0.5275805380001657,1,,
176,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many years have the same emission rate of 25%?,3,3,3,3,1,1,0.47417934400004924,0,,
177,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the ratio of No change to not sure?,1.6,1.6,1.6,1.6,1,1,0.554239915999915,0,,
178,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Is the difference of value of Austria and Ireland bar is greater then the value of United States bar?,No,Yes,no,yes,0,0,0.44508999900017443,0,,
179,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the prevalence of asthma in Spain in 2015?,1.58,1.58,1.58,1.58,1,1,0.5538202749999073,1,,
180,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many daily active users did Douyin have in comparison to the period prior to the epidemic?,81.92,81.92,81.92,81.92,1,1,0.531908385999941,1,,
181,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"As of March 2020, how many enterprises had a turnover of more than 5 million British pounds?",15,5,15,5,0,0,0.4474708239999927,1,,
182,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"In which year, the value of Employment in the agriculture graph peaked?",1999,1999,1999,1999,1,1,0.5178975399999217,0,,
183,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the value when the tallest bar is divided by the shortest bar?,14.33,14.33,14.33,14.33,1,1,0.5311168900000212,0,,
184,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the U.S. notebook market penetration in 2010?,63,63%,63,63%,1,1,0.4886791809999522,1,,
185,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is Spain's health grade?,92.75,92.75,92.75,92.75,1,1,1.0869963359998565,1,,
186,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage is shown by navy blue bar?,50,50,50,50,1,1,0.47230271799980983,0,,
187,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of total mobile service revenue did mobile data account for in the UK in 2015?,27.6,27.6,27.6,27.6,1,1,0.524472041999843,1,,
188,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the add up value of Australia and France?,40.6,40.6,40.6,40.6,1,1,0.5502599410001494,0,,
189,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many people died in the American Civil War?,620000,620000,620000,620000,1,1,0.39581224699986706,1,,
190,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year has a value of above 20000?,2028,2028*,2028,2028*,1,1,0.5524332379998214,0,,
191,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many Kuwaiti dinars will domestic travel expenditure in Kuwait be by 2028?,3237.9,3237.9,3237.9,3237.9,1,1,0.5575977410001087,1,,
192,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What was the average passenger revenue per passenger-mile in 2018?,40.7,40.7,40.7,40.7,1,1,0.5235884179999175,1,,
193,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,Which year it is in peak?,2006,2006,2006,2006,1,1,0.5127155309999125,0,,
194,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"As of March 2020, how many enterprises had between 50 and 99 employees?",10,10,10,10,1,1,0.4740886650001812,1,,
195,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,How many respondents are not sure?,29,31,29,31,0,0,0.47110735899991596,0,,
196,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What's the percentage market share of NEXANS for offshore wind farms in Europe in 2020?,27,27,27,27,1,1,0.47454413099990234,0,,
197,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,"What's the percentage of men who have ""Should NOT be made legal"" opinions?",30,30,30,30,1,1,0.658415186999946,0,,
198,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What is the difference of largest and smallest bar?,409.13,409.13,409.13,409.13,1,1,0.5194391699999414,0,,
199,phase1,phase1_internvl25_8b_chartqa_baseline,20260724_202448,HuggingFaceM4/ChartQA,OpenGVLab/InternVL2_5-8B,,val,What percentage of Malaysia's exports came from Singapore in 2019?,13,13,13,13,1,1,0.4434144809999907,1,,
