index,phase,experiment_name,run_id,dataset_name,model_name,reasoner_model_name,split,question,gold_answer,prediction,gold_normalized,prediction_normalized,exact_match,numeric_match,human_or_machine,error
121,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many hours per day did people with less than a high school diploma spend on leisure and sports activities?,5.98,7.5,598,75,0,0,1,
122,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many mobile visits did ebay Kleinanzeigen have in September 2019?,423.43,62.29,42343,6229,0,0,1,
123,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was Nokia's net sales in 2020?,21.87,21.87,2187,2187,1,1,1,
124,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much did Manchester United's operating expenses in 2020 amount to?,645.88,522.2,64588,5222,0,0,1,
125,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the difference between the modes of Somewhat interested and that of Don't know?,27,Not very interested,27,not very interested,0,0,0,
126,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the estimated value of the Cincinnati Reds in 2021?,1085,1085 0x0A> 2020 | 1075 0x0A> 2019 | 1100 0x0A> 2018 | 1010 0x0A> 2017 | 915 0x0A> 2016 | 905 0x0A>,1085,1085 0x0a> 2020 | 1075 0x0a> 2019 | 1100 0x0a> 2018 | 1010 0x0a> 2017 | 915 0x0a> 2016 | 905 0x0a>,0,1,1,
127,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What percentage of all UAVs traded came from the UK between 2010 and 2014?,33.9,33.9%,339,339%,0,1,1,
128,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many TV households were in the Middle East and Africa in 2012?,65,65,65,65,1,1,1,
129,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,When is the forecasted year with the highest consumption volume?,2020,2027,2020,2027,0,0,1,
130,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many times green bar greater than Agriculture bar?,8.53,1,853,1,0,0,0,
131,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,In what year was the app sensor market forecast to be worth 5.6 billion U.S. dollars?,2017,2017,2017,2017,1,1,1,
132,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the percentage of rheumatologists in the U.S. who either worked at a Hospital  or an Office-based solo practice as of 2019?,27,15%,27,15%,0,0,0,
133,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much did the U.S. export aerospace products worth in dollars in 2019?,137.73,137.73,13773,13773,1,1,1,
134,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which country has 0.3 difference when compared with Poland?,Austria,Sweden,austria,sweden,0,0,0,
135,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many retail stores did Herm s operate in 2020?,306,306,306,306,1,1,1,
136,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"In the pie chart, what blue color denotes ?",Gucci,Gucci,gucci,gucci,1,0,0,
137,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the value of end-user payments for NC software in 2013?,1.64,1.64,164,164,1,1,1,
138,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the number of pharmacists employed in the health sector in Belgium in 2018?,14280,1423,14280,1423,0,0,1,
139,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the percentage of rheumatologists in the U.S. who worked at a Hospital as of 2019?,15,15%,15,15%,0,1,0,
140,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much did the national media take in the 2013/14 season?,560,560,560,560,1,1,1,
141,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many adult intensive care units were in Mexico City in April 2020?,891,891,891,891,1,1,1,
142,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many support Euro in Spain?,0.71,25,071,25,0,0,0,
143,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the percentage value of purchases by people from 16-24 years old?,17,13%,17,13%,0,0,0,
144,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many countries are represented on the graph?,2,33,2,33,0,0,0,
145,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"What percentage we get , if we add red and grey color?",27,0.9%,27,09%,0,0,0,
146,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What's the difference in the value of highest percentage value given in the chart and the percentage points where two lines cross?,0.3,63.46,03,6346,0,0,0,
147,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What's the percentage of revenue contributes by people under 44?,40.3,25.8%,403,258%,0,0,0,
148,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the population of the Dominican Republic in 2018?,10.63,5.31,1063,531,0,0,1,
149,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What did 92 percent of the top 400 charities and NPOs use for their organization?,Facebook,Facebook,facebook,facebook,1,0,1,
150,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,In which year was the employment between Agriculture and Industry the least?,2020,2010,2020,2010,0,0,0,
151,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many men were admitted to hospital as a result of a road traffic accident in Scotland in 2019/20?,613,57,613,57,0,0,1,
152,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was China's share in global gross domestic product in 2020?,18.34,18.78%,1834,1878%,0,0,1,
153,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"In year 2021, what is the highest percentage value shown?",95,95%,95,95%,0,1,0,
154,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the unemployment rate in 1990?,5.6,8.1%,56,81%,0,0,1,
155,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much money did corporations make in the fourth quarter of 2020?,2294.3,$218.9,22943,$2189,0,0,1,
156,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which year recorded the highest fertility rate in Indonesia?,1976,2002,1976,2002,0,0,0,
157,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many direct operated stores did Tod's Group control in 2019?,137,137,137,137,1,1,1,
158,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the the differencebetween GBP in 2014?,20,26,20,26,0,0,0,
159,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the government revenue in France in 2019?,1275.06,1273.0,127506,12730,0,0,1,
160,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which tour operators in Europe had highest revenue in 2014?,TUI,DER Touristik,tui,der touristik,0,0,0,
161,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which year has the highest number of fatalities?,2006,2019,2006,2019,0,0,0,
162,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much value did the mining industry add to Minnesota's GDP in 2012?,4.06,4.06,406,406,1,1,1,
163,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the average percentage of art buyers who bought art online from 2018 to 2019?,43.5,44%,435,44%,0,0,0,
164,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,what is the sum total of usage of internet every day and  often/sometime among individual in the year 2013 ?,73,57%,73,57%,0,0,0,
165,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the difference between the highest and the lowest respondents who were satisfied with their sex life in the  United Kingdom (UK) in 2017 for male?,17,36%,17,36%,0,0,0,
166,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which date the line chart have vertical rise?,Mar 31 '20,Dec 26 '19,mar 31 '20,dec 26 '19,0,0,0,
167,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"How many people applied for universal credit in the two weeks prior to March 31, 2020?",950000,970000,950000,970000,0,0,1,
168,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which country shows highest rise in the Short term interest rates from 1995 to 2000?,Brazil,Brazil,brazil,brazil,1,0,0,
169,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many carvedilol prescriptions were there in 2018?,22.78,22.74,2278,2274,0,0,1,
170,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much did Puma's footwear sales exceed in 2018?,45.2,45.2%,452,452%,0,1,1,
171,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What year was Bridgestone's fiscal year for research and development?,2009,2010,2009,2010,0,0,1,
172,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which country is represented by blue color line?,Korea,Korea,korea,korea,1,0,0,
173,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which colored bars trump other bars for all years,navy blue,0-14 years,navy blue,0-14 years,0,0,0,
174,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How much did the French sporting goods sector lose in 2015?,82,0,82,0,0,0,1,
175,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What percentage of potash reserves did Canada have in 2019?,27.8,27.8%,278,278%,0,1,1,
176,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many years have the same emission rate of 25%?,3,2,3,2,0,0,0,
177,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the ratio of No change to not sure?,1.6,32%,16,32%,0,0,0,
178,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Is the difference of value of Austria and Ireland bar is greater then the value of United States bar?,No,yes,no,yes,0,0,0,
179,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the prevalence of asthma in Spain in 2015?,1.58,1.58,158,158,1,1,1,
180,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many daily active users did Douyin have in comparison to the period prior to the epidemic?,81.92,1.3 million,8192,13 million,0,0,1,
181,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"As of March 2020, how many enterprises had a turnover of more than 5 million British pounds?",15,15,15,15,1,1,1,
182,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"In which year, the value of Employment in the agriculture graph peaked?",1999,2005,1999,2005,0,0,0,
183,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the value when the tallest bar is divided by the shortest bar?,14.33,0,1433,0,0,0,0,
184,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the U.S. notebook market penetration in 2010?,63,63%,63,63%,0,1,1,
185,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is Spain's health grade?,92.75,92.75,9275,9275,1,1,1,
186,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What percentage is shown by navy blue bar?,50,50%,50,50%,0,1,0,
187,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What percentage of total mobile service revenue did mobile data account for in the UK in 2015?,27.6,27.6%,276,276%,0,1,1,
188,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What's the add up value of Australia and France?,40.6,11.6M,406,116m,0,0,0,
189,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many people died in the American Civil War?,620000,620000,620000,620000,1,1,1,
190,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which year has a value of above 20000?,2028,2018,2028,2018,0,0,0,
191,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many Kuwaiti dinars will domestic travel expenditure in Kuwait be by 2028?,3237.9,158.9,32379,1589,0,0,1,
192,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What was the average passenger revenue per passenger-mile in 2018?,40.7,40.7,407,407,1,1,1,
193,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,Which year it is in peak?,2006,2010,2006,2010,0,0,0,
194,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"As of March 2020, how many enterprises had between 50 and 99 employees?",10,10,10,10,1,1,1,
195,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,How many respondents are not sure?,29,8%,29,8%,0,0,0,
196,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What's the percentage market share of NEXANS for offshore wind farms in Europe in 2020?,27,27%,27,27%,0,1,0,
197,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,"What's the percentage of men who have ""Should NOT be made legal"" opinions?",30,30,30,30,1,1,0,
198,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What is the difference of largest and smallest bar?,409.13,11.8,40913,118,0,0,0,
199,phase1,phase1_deplot_chartqa_table_reasoning_baseline,20260717_074619,HuggingFaceM4/ChartQA,google/deplot,google/flan-t5-base,val,What percentage of Malaysia's exports came from Singapore in 2019?,13,13%,13,13%,0,1,1,
