index,phase,experiment_name,run_id,dataset_name,model_name,reasoner_model_name,split,question,gold_answer,prediction,gold_normalized,prediction_normalized,exact_match,numeric_match,inference_time_seconds,human_or_machine,error_type,error
108,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which place shows the highest death rate?,Grenada,Grenada,grenada,grenada,1,0,3.9364262229992164,0,,
109,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of the Aosta Valley population had risky alcohol consumption?,23,23,23,23,1,1,6.545737057000224,1,,
110,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which race has the highest value?,Blacks,Blacks,blacks,blacks,1,0,3.58866003500043,0,,
111,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the largest growth segment for Revenue share between 2009 and 2020?,Outdoor/Fitness,Outdoor/Fitness,outdoor/fitness,outdoor/fitness,1,0,3.6958548419997896,0,,
112,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the second most popular fashion brand on Facebook in 2021?,Dior,Dior,dior,dior,1,0,3.5228069760005383,1,,
113,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the value of largest bar?,270827,270827,270827,270827,1,1,4.1071954680001,0,,
114,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the average for the last 4 years?,19.79,19.625,1979,19625,0,0,3.7213065859996277,0,,
115,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of global non-renewable energy reserves did conventional natural gas account for in 2018?,17.8,17.8,178,178,1,1,3.7753224779999073,1,,
116,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the average value of male and female reason?,46,46,46,46,1,1,3.541149900000164,0,,
117,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year does Czechia point?,1992,1992,1992,1992,1,1,4.000553029000002,0,,
118,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much was eBay's net revenue in the most recent fiscal year?,9927,10271,9927,10271,0,0,3.666346619000251,1,,
119,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much revenue did Napster generate in 2019?,106.3,106.5,1063,1065,0,0,3.751335152000138,1,,
120,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What does Orange line represents?,Urban,Urban,urban,urban,1,0,3.8881817540004704,0,,
121,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many hours per day did people with less than a high school diploma spend on leisure and sports activities?,5.98,5.73,598,573,0,0,3.7529277900002853,1,,
122,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many mobile visits did ebay Kleinanzeigen have in September 2019?,423.43,423.43,42343,42343,1,1,6.557423801000368,1,,
123,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was Nokia's net sales in 2020?,21.87,21.87,2187,2187,1,1,3.662698408000324,1,,
124,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much did Manchester United's operating expenses in 2020 amount to?,645.88,645.88,64588,64588,1,1,3.7112080950000745,1,,
125,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the difference between the modes of Somewhat interested and that of Don't know?,27,27,27,27,1,1,3.5470702470001925,0,,
126,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the estimated value of the Cincinnati Reds in 2021?,1085,1085,1085,1085,1,1,3.6741912269999375,1,,
127,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of all UAVs traded came from the UK between 2010 and 2014?,33.9,33.9,339,339,1,1,3.7647314200003166,1,,
128,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many TV households were in the Middle East and Africa in 2012?,65,65,65,65,1,1,3.503423221000048,1,,
129,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,When is the forecasted year with the highest consumption volume?,2020,2020,2020,2020,1,1,3.6284471799999665,1,,
130,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many times green bar greater than Agriculture bar?,8.53,0.914285714,853,0914285714,0,0,4.2873405999998795,0,,
131,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,In what year was the app sensor market forecast to be worth 5.6 billion U.S. dollars?,2017,2017,2017,2017,1,1,3.7457346270002745,1,,
132,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the percentage of rheumatologists in the U.S. who either worked at a Hospital  or an Office-based solo practice as of 2019?,27,27,27,27,1,1,3.7179018220003854,0,,
133,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much did the U.S. export aerospace products worth in dollars in 2019?,137.73,137.73,13773,13773,1,1,3.8539214590000483,1,,
134,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which country has 0.3 difference when compared with Poland?,Austria,Sweden,austria,sweden,0,0,3.4421668759996464,0,,
135,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many retail stores did Herm s operate in 2020?,306,306,306,306,1,1,3.581847372000084,1,,
136,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"In the pie chart, what blue color denotes ?",Gucci,Gucci,gucci,gucci,1,0,3.5615750619999744,0,,
137,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the value of end-user payments for NC software in 2013?,1.64,1.64,164,164,1,1,3.6012515020001956,1,,
138,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the number of pharmacists employed in the health sector in Belgium in 2018?,14280,14135,14280,14135,0,0,3.7910648670003866,1,,
139,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the percentage of rheumatologists in the U.S. who worked at a Hospital as of 2019?,15,15,15,15,1,1,3.6833300090002012,0,,
140,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much did the national media take in the 2013/14 season?,560,560,560,560,1,1,3.5491950820005513,1,,
141,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many adult intensive care units were in Mexico City in April 2020?,891,891,891,891,1,1,3.5476533419996485,1,,
142,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many support Euro in Spain?,0.71,71,071,71,0,0,1.6481583989998398,0,,
143,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the percentage value of purchases by people from 16-24 years old?,17,17,17,17,1,1,3.540303779000169,0,,
144,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many countries are represented on the graph?,2,2,2,2,1,1,3.7933408429998963,0,,
145,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"What percentage we get , if we add red and grey color?",27,27.5,27,275,0,0,3.5978375949998735,0,,
146,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the difference in the value of highest percentage value given in the chart and the percentage points where two lines cross?,0.3,15,03,15,0,0,3.8724900249999337,0,,
147,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the percentage of revenue contributes by people under 44?,40.3,60.3,403,603,0,0,3.622951899999862,0,,
148,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the population of the Dominican Republic in 2018?,10.63,10.63,1063,1063,1,1,3.6388685570000234,1,,
149,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What did 92 percent of the top 400 charities and NPOs use for their organization?,Facebook,Facebook,facebook,facebook,1,0,4.810473111000647,1,,
150,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,In which year was the employment between Agriculture and Industry the least?,2020,2016,2020,2016,0,0,3.632181854999544,0,,
151,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many men were admitted to hospital as a result of a road traffic accident in Scotland in 2019/20?,613,613,613,613,1,1,3.6935181420003573,1,,
152,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was China's share in global gross domestic product in 2020?,18.34,18.34,1834,1834,1,1,3.7500171049996425,1,,
153,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"In year 2021, what is the highest percentage value shown?",95,95,95,95,1,1,3.5527630699998554,0,,
154,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the unemployment rate in 1990?,5.6,5.4,56,54,0,0,3.5433273429998735,1,,
155,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much money did corporations make in the fourth quarter of 2020?,2294.3,2251.3,22943,22513,0,0,4.03392962900034,1,,
156,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year recorded the highest fertility rate in Indonesia?,1976,1976,1976,1976,1,1,3.5090573039997253,0,,
157,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many direct operated stores did Tod's Group control in 2019?,137,137,137,137,1,1,3.5398062849999405,1,,
158,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the the differencebetween GBP in 2014?,20,20,20,20,1,1,3.510870832999899,0,,
159,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the government revenue in France in 2019?,1275.06,1273.4,127506,12734,0,0,3.780457027999546,1,,
160,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which tour operators in Europe had highest revenue in 2014?,TUI,TUI,tui,tui,1,0,3.6100572670002293,0,,
161,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year has the highest number of fatalities?,2006,2006,2006,2006,1,1,3.577092413000173,0,,
162,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much value did the mining industry add to Minnesota's GDP in 2012?,4.06,4.06,406,406,1,1,5.517154137000034,1,,
163,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the average percentage of art buyers who bought art online from 2018 to 2019?,43.5,47.5,435,475,0,0,3.8351666280004792,0,,
164,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,what is the sum total of usage of internet every day and  often/sometime among individual in the year 2013 ?,73,73,73,73,1,1,3.6431444310001098,0,,
165,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the difference between the highest and the lowest respondents who were satisfied with their sex life in the  United Kingdom (UK) in 2017 for male?,17,17,17,17,1,1,3.642900469999404,0,,
166,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which date the line chart have vertical rise?,Mar 31 '20,Mar 31 '20,mar 31 '20,mar 31 '20,1,1,3.7863228169999275,0,,
167,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"How many people applied for universal credit in the two weeks prior to March 31, 2020?",950000,950000,950000,950000,1,1,3.860804401999303,1,,
168,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which country shows highest rise in the Short term interest rates from 1995 to 2000?,Brazil,Brazil,brazil,brazil,1,0,3.3411333180001748,0,,
169,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many carvedilol prescriptions were there in 2018?,22.78,22.74,2278,2274,0,0,3.7571758909998607,1,,
170,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much did Puma's footwear sales exceed in 2018?,45.2,45.2,452,452,1,1,3.6127904909999415,1,,
171,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What year was Bridgestone's fiscal year for research and development?,2009,2018,2009,2018,0,0,3.5988791080008014,1,,
172,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which country is represented by blue color line?,Korea,Korea,korea,korea,1,0,3.3967399550001574,0,,
173,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which colored bars trump other bars for all years,navy blue,15-64 years,navy blue,15-64 years,0,0,3.7194789989998753,0,,
174,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How much did the French sporting goods sector lose in 2015?,82,82,82,82,1,1,8.084937841999817,1,,
175,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of potash reserves did Canada have in 2019?,27.8,27.8,278,278,1,1,3.633213813999646,1,,
176,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many years have the same emission rate of 25%?,3,3,3,3,1,1,3.4475513609995687,0,,
177,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the ratio of No change to not sure?,1.6,1.6,16,16,1,1,3.5535070639998594,0,,
178,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Is the difference of value of Austria and Ireland bar is greater then the value of United States bar?,No,Yes,no,yes,0,0,3.3619733470004576,0,,
179,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the prevalence of asthma in Spain in 2015?,1.58,1.58,158,158,1,1,3.6615630759997657,1,,
180,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many daily active users did Douyin have in comparison to the period prior to the epidemic?,81.92,81.92,8192,8192,1,1,3.808605797999917,1,,
181,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"As of March 2020, how many enterprises had a turnover of more than 5 million British pounds?",15,10,15,10,0,0,3.7215931229993657,1,,
182,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"In which year, the value of Employment in the agriculture graph peaked?",1999,1998,1999,1998,0,0,4.038975297000434,0,,
183,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the value when the tallest bar is divided by the shortest bar?,14.33,14.33,1433,1433,1,1,3.646344159000364,0,,
184,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the U.S. notebook market penetration in 2010?,63,63,63,63,1,1,3.518836917000044,1,,
185,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is Spain's health grade?,92.75,92.75,9275,9275,1,1,6.477586900999995,1,,
186,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage is shown by navy blue bar?,50,50,50,50,1,1,3.524897063000026,0,,
187,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of total mobile service revenue did mobile data account for in the UK in 2015?,27.6,27.6,276,276,1,1,3.8088098389998777,1,,
188,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the add up value of Australia and France?,40.6,40.6,406,406,1,1,3.5521782200003145,0,,
189,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many people died in the American Civil War?,620000,620000,620000,620000,1,1,4.767011746999742,1,,
190,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year has a value of above 20000?,2028,2028*,2028,2028*,0,1,3.6857641030001105,0,,
191,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many Kuwaiti dinars will domestic travel expenditure in Kuwait be by 2028?,3237.9,3237.9,32379,32379,1,1,4.378987433000475,1,,
192,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What was the average passenger revenue per passenger-mile in 2018?,40.7,40.7,407,407,1,1,4.1874591119994875,1,,
193,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,Which year it is in peak?,2006,2006,2006,2006,1,1,4.492222349000258,0,,
194,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"As of March 2020, how many enterprises had between 50 and 99 employees?",10,10,10,10,1,1,4.159875460999501,1,,
195,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,How many respondents are not sure?,29,20,29,20,0,0,4.202894764000121,0,,
196,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What's the percentage market share of NEXANS for offshore wind farms in Europe in 2020?,27,27,27,27,1,1,3.835194106000017,0,,
197,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,"What's the percentage of men who have ""Should NOT be made legal"" opinions?",30,30,30,30,1,1,9.325931243999548,0,,
198,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What is the difference of largest and smallest bar?,409.13,$399.13 billion,40913,$39913 billion,0,0,4.273430418999851,0,,
199,phase1,phase1_qwen25vl_chartqa_baseline,20260718_222533,HuggingFaceM4/ChartQA,Qwen/Qwen2.5-VL-3B-Instruct,,val,What percentage of Malaysia's exports came from Singapore in 2019?,13,13,13,13,1,1,3.60787884399997,1,,
